"","Roubo e Furto","Colisão Parcial","Colisão Perda Total","Incêndio","Assistência 24H","Compreensivo"
"515025-6",0,0,0,0,0,0
"515026-4",0,0,0,0,71.36,71.36
"515027-2",0,0,0,0,16.73,16.73
"515028-0",1252.49,305.95,0,0,42.82,1601.26
"515029-9",0,0,0,0,13.18,13.18
"515030-2",0,0,0,0,53.62,53.62
"515031-0",0,0,0,0,0,0
"515032-9",591.25,0,0,0,74.38,665.63
"515033-7",0,0,0,0,52.19,52.19
"515036-1",0,475.43,0,1030.32,40.35,1546.1
"515037-0",0,0,0,0,376.51,376.51
"515038-8",0,0,0,0,0,0
"515039-6",0,0,0,0,42.03,42.03
"515042-6",0,0,0,0,84.03,84.03
"515043-4",209.43,0,626.39,0,63.23,899.05
"515044-2",0,147.3,0,0,12.55,159.85
"515045-0",7865.72,0,0,0,207.48,8073.2
"515046-9",4985.33,3173.98,4114.72,0,43.99,12318.02
"515047-7",0,0,0,0,0,0
"515048-5",0,0,0,0,0,0
"515049-3",0,0,0,0,0,0
"515050-7",931.31,706.9,937.02,336.43,192.28,3103.94
"515051-5",412.99,942.45,2038.63,0,759.62,4153.69
"515052-3",0,0,0,0,19.69,19.69
"515053-1",0,0,1651.37,0,337.64,1989.01
"515054-0",0,0,0,0,0,0
"515055-8",0,161.93,136.15,0,47.39,345.47
"515056-6",119.2,93.19,0,0,174.51,386.9
"515057-4",0,27.45,125.67,0,75.25,228.37
"515058-2",0,0,150.28,0,78.96,229.24
"515059-0",0,0,0,0,48.15,48.15
"515060-4",271.2,84.87,172.8,64.32,162.25,755.44
"515063-9",0,75.46,0,0,59.68,135.14
"515064-7",785.77,434.86,538.28,72.14,384.52,2215.57
"515065-5",581.8,522.28,825.04,6.79,496.97,2432.88
"515066-3",0,114.52,628.11,0,221.79,964.42
"515068-0",775.18,5.02,0,0,85.31,865.51
"515069-8",0,0,0,0,115.1,115.1
"515070-1",537.3,447.48,461.35,0,276.3,1722.43
"515071-0",0,379.29,0,0,197.68,576.97
"515072-8",0,321.11,807.07,0,236.66,1364.84
"515073-6",0,73.25,0,0,208.51,281.76
"515074-4",573.37,329.29,948.72,0,332.65,2184.03
"515075-2",0,345.05,464.35,168.04,229.49,1206.93
"515076-0",1426.34,266.52,660.08,278.49,112.55,2743.98
"515077-9",147.66,534.78,606.75,0,180.09,1469.28
"515078-7",1821.84,569.83,0,0,32.77,2424.44
"515079-5",0,520.78,0,0,72.28,593.06
"515080-9",0,308.3,2779.97,0,53.23,3141.5
"515081-7",0,629.96,2752.19,0,51.57,3433.72
"515082-5",0,0,0,26470.53,0,26470.53
"515083-3",0,0,0,0,0,0
"515084-1",0,0,0,0,33.19,33.19
"515085-0",0,0,0,0,0,0
"515086-8",0,318.37,2.67,0,42.83,363.87
"515087-6",3663.3,1408.79,0,0,150.62,5222.71
"515088-4",2411.79,0,0,0,47.59,2459.38
"515089-2",0,0,0,0,0,0
"515090-6",855.94,57.11,1273.05,517.5,63.71,2767.31
"515091-4",3349.01,311.69,344.45,0,298.92,4304.07
"515092-2",2661.88,0,0,0,522.91,3184.79
"515093-0",236.98,327.92,236.69,0,416.53,1218.12
"515094-9",1472.75,159.29,0,0,169.19,1801.23
"515095-7",956.73,46.79,270.01,0,855.02,2128.55
"515096-5",817.38,945.35,2504.07,0,416.14,4682.94
"515097-3",0,364.46,3285.81,0,119.61,3769.88
"515098-1",219.37,184.61,226.39,0,189.07,819.44
"515099-0",1601.7,1022.27,2206.55,0,279.01,5109.53
"515100-7",0,0,0,0,0,0
"515101-5",1419.33,917.76,0,0,244.38,2581.47
"515102-3",0,0,3331.18,0,280.88,3612.06
"515103-1",0,0,1140.2,0,271.13,1411.33
"515104-0",3107.78,0,0,0,1431.41,4539.19
"515105-8",800.62,736.78,865.63,0,569.54,2972.57
"515106-6",1625.33,570.27,534.35,260.91,810.34,3801.2
"515107-4",895.49,761.95,813.97,244.75,478.09,3194.25
"515108-2",421.24,1249.03,1701.99,0,285.11,3657.37
"515109-0",0,35.29,337.61,0,379.16,752.06
"515110-4",564.12,1097.64,2098.69,254.43,712.78,4727.66
"515111-2",1161.06,953.47,1314.72,203.78,237.13,3870.16
"515112-0",3702.1,3978.02,6349.23,461.84,1680.88,16172.07
"515113-9",0,0,0,0,32.56,32.56
"515114-7",392.1,623.17,903.85,176.24,399.91,2495.27
"515115-5",660.5,685.33,1026.35,34.8,554.6,2961.58
"515116-3",492.58,758.78,1033.22,96.87,193.06,2574.51
"515117-1",2076.97,912.01,1011.23,80.55,1656.94,5737.7
"515118-0",2427.51,777.49,0,0,119.14,3324.14
"515119-8",2419.82,581.61,1662.74,0,391.2,5055.37
"515120-1",5049.22,0,4622.78,0,31.07,9703.07
"515121-0",870.5,1394.68,848.01,0,1312.46,4425.65
"515122-8",647.15,662.54,124.73,0,532.76,1967.18
"515123-6",6458.9,566.29,1866.57,1818.7,1235.76,11946.22
"515124-4",0,1545.16,10711.82,0,42.57,12299.55
"515125-1",0,0,0,0,0,0
"515125-2",0,906.26,3570.16,0,202.47,4678.89
"515126-0",1574.41,1123.62,1468.03,198.68,822.91,5187.65
"515127-9",1812.99,1257.27,1792.29,112.51,915.45,5890.51
"515128-7",6479.32,0,0,0,511.92,6991.24
"515129-5",0,11.86,1515.91,0,325.05,1852.82
"515130-9",902.38,885.62,993.23,229.4,514.02,3524.65
"515131-7",999.56,1276.09,706.26,244.44,889.5,4115.85
"515132-5",2106.11,2111.97,1881.4,136.19,688.08,6923.75
"515133-3",1448.97,704.19,1712.44,67.81,485.98,4419.39
"515134-1",1006,774.27,1237.19,0,262.94,3280.4
"515135-0",1673.19,631.32,2016.11,0,342.74,4663.36
"515136-8",522.5,1833.07,2009.4,0,678.2,5043.17
"515137-6",0,2021.47,2296.83,0,148.91,4467.21
"515138-4",466.06,2972.75,2003.56,354.06,499.11,6295.54
"515139-2",0,25.04,0,0,195.69,220.73
"515140-6",172.48,728.29,1243.33,0,229.42,2373.52
"515141-4",4178.93,5035.86,5498.01,360.2,978.74,16051.74
"515142-2",1627.75,947.8,3232.38,488.36,311.19,6607.48
"515143-0",1147.28,1352.47,730.67,1398.04,242.67,4871.13
"515144-9",0,65.05,2446.2,2508.28,255.6,5275.13
"515145-7",972.49,297.42,0,0,100.22,1370.13
"515146-5",0,1151.51,651.81,0,176.51,1979.83
"515147-3",0,280.96,0,3450.18,58.02,3789.16
"515148-1",0,406.63,861.82,0,316.1,1584.55
"515149-0",0,841.16,386.35,10.9,176.75,1415.16
"515150-3",1718.22,2366.52,2071.68,163.23,1362.92,7682.57
"515151-1",488.53,419.45,411.03,388.23,98.41,1805.65
"515152-0",1260.48,2261.87,651.81,816.85,217.27,5208.28
"515153-8",3574.42,2544.94,2735.9,1476.38,121.07,10452.71
"515154-6",275.88,1794.81,5918.3,0,43.31,8032.3
"515155-4",0,1577.85,4465.37,0,2317.16,8360.38
"515156-2",0,409.53,0,0,180.8,590.33
"515157-0",1042.77,526.88,2099.7,0,190.54,3859.89
"515158-9",0,278.05,0,0,0,278.05
"515159-7",3014.34,1450.89,716.52,0,83.48,5265.23
"515160-0",0,2527.42,0,0,17.61,2545.03
"515161-9",495.44,1963.98,1879.84,0,760.42,5099.68
"515162-7",0,1471.85,0,1454.05,145.82,3071.72
"515163-5",2801.81,5033.25,4039.7,0,1360.5,13235.26
"515164-3",0,0,0,0,34.45,34.45
"515165-1",1040.35,796.4,961.08,20.57,298.67,3117.07
"515166-0",2580.3,1545.46,2153.06,51.3,244.98,6575.1
"515167-8",0,1280.48,0,0,246.4,1526.88
"515168-6",0,1516.09,555.55,0,1713.3,3784.94
"515169-4",0,0,0,0,0,0
"515170-8",0,0,0,0,0,0
"515171-6",0,0,0,0,19464.69,19464.69
"515172-4",0,0,0,0,0,0
"515173-2",0,0,0,0,0,0
"516010-3",0,965.74,1738.78,0,287.98,2992.5
"516011-1",1246,325.4,669.72,0,37.1,2278.22
"516012-0",989.13,95.2,2069.41,0,179.96,3333.7
"516013-8",0,3193.4,3056.33,0,213.64,6463.37
"516014-6",0,90.1,1795.71,2998.41,0,4884.22
"516015-4",0,0,0,0,0,0
"516016-2",0,0,0,0,895.24,895.24
"516017-0",0,0,0,0,134.85,134.85
"516018-9",0,0,0,0,0,0
"516019-7",0,0,0,0,0,0
"516020-0",0,0,0,0,0,0
"516021-9",0,0,0,0,153.77,153.77
"516022-7",0,0,0,0,0,0
"516023-5",0,0,0,0,0,0
"516024-3",148.15,481.73,1493.41,0,188.87,2312.16
"516025-1",0,0,0,0,0,0
"516026-0",1065.49,74.3,1419.41,0,93.95,2653.15
"516027-8",8700.94,0,0,0,872.1,9573.04
"516028-6",0,0,0,0,0,0
"516029-4",0,0,0,0,0,0
"516030-8",0,6797.95,0,0,0,6797.95
"516031-6",0,0,0,0,0,0
"516032-4",0,0,0,0,70.57,70.57
"516033-2",0,0,0,0,235.25,235.25
"516034-0",0,0,0,0,112.94,112.94
"516035-9",0,0,0,0,260.58,260.58
"516036-7",0,0,0,0,0,0
"516037-5",0,0,0,0,167.4,167.4
"516039-1",0,0,0,0,0,0
"516040-5",0,0,0,0,93.89,93.89
"516041-3",0,0,850.91,0,108.75,959.66
"516042-1",0,0,0,0,0,0
"516043-0",0,0,0,0,0,0
"516044-8",0,311.33,0,0,280.5,591.83
"516045-6",0,218.16,491.66,0,193.28,903.1
"516046-4",0,35.36,0,0,15.95,51.31
"516047-2",0,1887.71,5573.48,0,0,7461.19
"516048-0",0,32.95,1632.02,0,67.62,1732.59
"516049-9",0,69.15,0,0,0,69.15
"516050-2",4858.93,282.96,0,0,156.62,5298.51
"516051-0",0,0,0,0,62.82,62.82
"516052-9",0,0,0,0,0,0
"516053-7",0,0,0,0,0,0
"516054-5",0,0,8483.3,0,0,8483.3
"516055-3",0,0,0,0,0,0
"516056-1",0,0,0,0,0,0
"516057-0",0,0,0,0,222.46,222.46
"516059-6",0,570.9,0,11603.81,0,12174.71
"516060-0",0,45.36,11339,0,183.22,11567.58
"516061-8",504.23,1220.88,2129.85,0,138.5,3993.46
"516062-6",0,0,0,0,47.33,47.33
"516063-4",0,0.05,0,0,53.11,53.16
"516064-2",5301.86,0,9.04,0,3737.96,9048.86
"516067-7",0,0,0,0,273.89,273.89
"516068-5",0,0,0,0,210.4,210.4
"516069-3",0,933.78,3699.16,0,485.65,5118.59
"516070-7",4859.91,4771.49,3199.35,0,357.61,13188.36
"516071-5",0,0,0,0,116.71,116.71
"516072-3",927.19,247.38,1454.81,0,1070.63,3700.01
"516073-1",0,0,0,0,183.33,183.33
"516074-0",0,0,0,0,127.81,127.81
"516075-8",1878.8,710.36,664.99,0,426.53,3680.68
"516076-6",0,90.41,4731.9,0,103.64,4925.95
"516077-4",0,765.25,0,0,17.12,782.37
"516078-2",0,0.66,0,0,0,0.66
"516080-4",0,0,0,0,0,0
"516082-0",0,472.72,0,0,71.36,544.08
"516083-9",23732.37,88.32,0,11864.35,22.58,35707.62
"516084-7",0,0,0,0,0,0
"516085-5",0,270.85,0,0,0,270.85
"516087-1",0,600.02,3139.35,0,0,3739.37
"516088-0",0,0,0,0,194.74,194.74
"516089-8",0,312.21,0,0,570.04,882.25
"516090-1",762.18,3022.71,4399.38,270.8,764.5,9219.57
"516091-0",1186.43,1070.83,0,0,662.75,2920.01
"516092-8",803.58,773.47,872.67,0,189.73,2639.45
"516093-6",0,440.06,0,0,113.28,553.34
"516094-4",1054.91,1734.57,2132.99,0,589.47,5511.94
"516095-2",0,681.2,0,0,179.68,860.88
"516096-0",0,620.71,1789.74,0,369.86,2780.31
"516097-9",0,1215.86,0,0,77.54,1293.4
"516098-7",0,22129.41,0,0,0,22129.41
"516099-5",0,19877.29,0,0,0,19877.29
"516100-2",0,0,0,0,0,0
"516101-0",0,0,0,8083.75,82.32,8166.07
"516102-9",0,2516.05,3609.2,0,410.59,6535.84
"516103-7",0,2543.02,2592.27,0,35.76,5171.05
"516104-5",1569.85,5463.96,6827.81,676.77,737.11,15275.5
"516105-3",2576.46,5240.07,5614.39,780.53,1625.25,15836.7
"516106-1",0,582.38,0,0,0,582.38
"516107-0",0,0,0,0,0,0
"516108-8",0,50.64,0,0,9.04,59.68
"516109-6",0,79.41,0,0,27.69,107.1
"516110-0",0,44.35,0,0,0,44.35
"516111-8",0,0,0,0,0,0
"516112-6",1287.16,1466.97,1514.54,751.66,179.79,5200.12
"516113-4",1393.51,2985.17,3386.6,0,106.99,7872.27
"516114-2",6032.85,212.85,2043,0,2148.95,10437.65
"516115-0",4452.81,471.28,4300.7,0,149.06,9373.85
"516116-9",4692.13,2979.78,3017.43,0,462.66,11152
"516117-7",3956.01,4229.14,6793.28,0,1456.54,16434.97
"516118-5",0,43.21,0,0,0,43.21
"516119-3",0,2131.48,3577.03,0,145.03,5853.54
"516120-7",17447.46,2837.11,0,7533.08,104.15,27921.8
"516122-3",0,0,0,0,0,0
"516123-1",0,0,0,0,135.02,135.02
"516124-0",0,0,0,0,2882.92,2882.92
"516125-8",0,1404.03,1327.25,0,2052.94,4784.22
"516126-6",6298.16,1301.34,1636.79,0,184.65,9420.94
"516127-4",0,0,0,0,0,0
"516128-2",0,0,0,0,0,0
"516130-4",0,0,0,0,0,0
"516133-9",0,0,0,0,0,0
"516134-7",0,0,0,0,0,0
"516135-5",0,8940.46,0,0,81.65,9022.11
"516136-3",0,6766.5,0,0,63.65,6830.15
"516137-1",0,0,0,0,0,0
"516138-0",0,0,0,0,0,0
"516139-8",0,4552.83,0,0,94.71,4647.54
"516140-1",0,899.03,0,514.03,181.23,1594.29
"516141-0",0,390.77,2.09,0,163.77,556.63
"516142-8",76.78,1167.38,1853.23,0,274.67,3372.06
"516143-6",321.29,3149.22,946.33,0,194.83,4611.67
"516144-4",819.64,3107.33,3019.54,476.96,1158.05,8581.52
"516145-2",1629.06,616.27,0,0,1632.84,3878.17
"516146-0",0,438.49,0,0,374.99,813.48
"516147-9",0,140.43,0,0,0,140.43
"516148-7",8757.59,6128.61,6101.47,0,835.38,21823.05
"516149-5",3476.27,4195.79,1586.84,1913.24,127.7,11299.84
"516150-9",3234.94,9061.36,4929.78,0,137.35,17363.43
"516151-7",7678.68,7736.15,5486.51,788.91,635.53,22325.78
"516152-5",17873.43,8874.39,4739.78,1132.65,2903.14,35523.39
"516153-3",4784.78,1518.64,2139.68,0,159.76,8602.86
"516154-1",301.28,2722.99,2481.37,0,166.23,5671.87
"516155-0",16354.97,9679.09,7897.97,537.34,1805.45,36274.82
"516156-8",7806.63,2113.06,1773.89,0,12.82,11706.4
"516157-6",8346.91,6616.55,1593.72,0,1621.61,18178.79
"516158-4",8377.17,34.31,0,0,52.16,8463.64
"516159-2",4340.75,4906.81,1341.36,0,195.72,10784.64
"516160-6",5681.4,1365.54,3170.42,0,676.46,10893.82
"516161-4",0,1304.29,0,0,0,1304.29
"516162-2",4360.84,6044.24,4331.98,0,228.97,14966.03
"516163-0",3829.48,2209.19,0,0,114.06,6152.73
"516164-9",0,0,0,0,0,0
"516165-7",0,0,0,0,0,0
"516166-5",0,13182.81,0,0,409.29,13592.1
"516167-3",0,0,0,0,0,0
"516168-1",0,2875.33,2933.94,0,1257.66,7066.93
"516169-0",952.5,3308.49,4266.9,0,139.2,8667.09
"516170-3",0,0,0,0,0,0
"516171-1",14776.37,8343.18,5856.44,294.71,2651.3,31922
"516172-0",3133.22,4272.43,3721.12,726.38,1508.97,13362.12
"516173-8",0,1606.78,2109.12,0,387.16,4103.06
"516174-6",820.22,2228.03,1916.48,0,166.05,5130.78
"516175-4",0,240.98,0,3051.1,136.44,3428.52
"516176-2",0,3278.26,0,0,261.39,3539.65
"516177-0",0,474.65,0,0,248.05,722.7
"516178-9",1005.79,3219.42,743.07,0,304.46,5272.74
"516179-7",2143.36,4989.02,1852.8,0,1333.29,10318.47
"516180-0",0,479.3,0,454.62,52.69,986.61
"516181-9",0,177.18,0,0,0,177.18
"516182-7",0,0,0,0,0,0
"516183-5",0,7422.25,0,0,89.82,7512.07
"516184-3",0,5702.69,7433.27,0,37.79,13173.75
"516185-1",0,0,0,0,0,0
"516186-0",0,5026.65,0,0,0,5026.65
"516187-8",14921.46,5074.54,0,0,93.9,20089.9
"516188-6",33751.1,0,0,0,710.41,34461.51
"516189-4",0,0,0,0,333.36,333.36
"516190-8",0,1378.04,0,0,0,1378.04
"516191-6",24746.56,11861.47,0,0,0,36608.03
"516192-4",0,0,0,0,0,0
"516193-2",0,0,0,0,0,0
"516195-9",0,0,0,0,0,0
"516196-7",0,0,0,0,0,0
"516197-5",0,0,0,0,0,0
"517001-0",0,0,0,0,194.08,194.08
"517002-8",0,0,0,0,109.55,109.55
"517003-6",2576.67,0,0,0,145.88,2722.55
"517004-4",0,792.11,0,0,0,792.11
"517005-2",0,0,0,0,0,0
"517006-0",0,0,0,0,0,0
"517007-9",0,0,0,0,273.64,273.64
"517008-7",0,0,0,0,247.39,247.39
"517009-5",0,0,0,0,0,0
"517010-9",0,0,0,0,127.68,127.68
"517011-7",0,0,0,0,598.46,598.46
"517012-5",0,0,0,0,0,0
"518004-0",0,0,0,0,0,0
"520001-6",0,0,0,0,0,0
"520002-4",0,0,0,0,0,0
"5200801-",0,0,0,0,0,0
"5200902-",0,0,0,0,0,0
"5201002-",0,0,0,0,0,0
"5202101-",0,0,0,0,0,0
"5202103-",0,0,0,0,0,0
"521001-1",0,0,0,0,361.28,361.28
"521002-0",0,0,0,0,1109.5,1109.5
"521004-6",0,0,0,0,0,0
"521005-4",0,0,0,0,0,0
"521006-2",0,0,0,0,91.63,91.63
"521210-1",0,0,0,0,0,0
"522001-7",2319.59,0,0,1965.83,319.31,4604.73
"522002-5",6194.01,0,0,0,24.94,6218.95
"522003-3",0,0,0,0,61.68,61.68
"523001-2",352.32,561.85,2706.57,0,490.41,4111.15
"523002-0",0,0,0,0,32.92,32.92
"523910-0",0,0,0,0,0,0
"524001-8",4305.38,2001.95,4662.06,724.06,239.75,11933.2
"524002-6",2211.39,4447.45,3044.77,1351.63,1136.81,12192.05
"524003-4",7690.48,1557.03,1508.43,0,165.76,10921.7
"525001-3",0,0,0,0,0,0
"525106-6",0,0,0,0,0,0
"525807-7",0,0,0,0,0,0
"526001-9",0,0,0,0,0,0
"526002-7",0,0,0,0,0,0
"526003-5",0,0,0,0,21.55,21.55
"526004-3",0,5967.15,0,0,0,5967.15
"527001-4",0,0,0,0,0,0
"527004-9",0,0,0,0,0,0
"528001-0",0,3788.31,0,0,0,3788.31
"529001-5",0,0,0,0,1612.89,1612.89
"529002-3",0,0,0,0,0,0
"529003-1",0,0,0,0,0,0
"529004-0",0,0,0,0,0,0
"529212-2",0,0,0,0,0,0
"530001-0",0,0,0,0,34.99,34.99
"530002-9",7999.67,3577.72,6161.24,0,4606.68,22345.31
"530003-7",0,195.7,3504.47,0,716.37,4416.54
"530004-5",5693.33,3440.29,6598.16,0,48.62,15780.4
"530005-3",0,130.1,0,0,104.37,234.47
"530006-1",0,447.1,5623.4,0,289.17,6359.67
"530007-0",0,0,0,0,0,0
"530008-8",0,5064.97,0,0,36.17,5101.14
"530009-6",0,362.9,10873.22,0,10487.68,21723.8
"530010-0",0,0,0,0,0,0
"530011-8",0,0,0,0,0,0
"530012-6",0,0,0,0,0,0
"530013-4",0,0,0,0,0,0
"537805-5",0,0,0,0,0,0
"541707-7",0,0,0,0,0,0
"541708-8",0,0,0,0,0,0
"544106-6",0,0,0,0,0,0
"550264-4",0,0,0,0,0,0
"560030-0",0,0,0,0,0,0
"560057-7",0,0,0,0,0,0
"560073-3",0,0,0,0,0,0
"560111-1",0,0,0,0,0,0
"570362-2",0,0,0,0,0,0
"570397-7",0,0,0,0,0,0
"601219-9",0,0,0,0,0,0
"601220-0",0,33262.03,0,0,0,33262.03
"601229-9",0,2355.41,0,0,0,2355.41
"601364-4",0,0,0,0,0,0
"601378-8",0,0,59305.08,0,0,59305.08
"601385-5",0,0,0,0,0,0
"601624-4",0,0,0,0,0,0
"601725-5",0,0,0,0,0,0
"601915-5",0,0,0,0,0,0
"602201-1",0,0,0,0,0,0
"602207-7",0,0,0,0,0,0
"602213-3",0,0,0,0,0,0
"602217-7",0,0,0,0,0,0
"602251-1",0,0,0,0,0,0
"606702-2",0,0,0,0,0,0
"607245-5",0,0,0,0,0,0
"608033-3",0,0,0,0,0,0
"609040-0",0,0,0,0,0,0
"609045-5",0,0,0,0,0,0
"610153-3",0,0,0,0,0,0
"610168-8",0,0,0,0,0,0
"611242-2",0,0,0,0,0,0
"611243-3",0,0,0,0,0,0
"611246-6",0,0,0,0,0,0
"611340-0",0,0,0,0,0,0
"611342-2",0,0,0,0,0,0
"612411-1",0,0,0,0,0,0
"613102-2",0,0,0,0,0,0
"614816-6",0,0,0,0,0,0
"615458-8",0,0,0,0,0,0
"615462-2",1185.31,153.42,110.82,0,0,1449.55
"615467-7",0,262.44,0,0,0,262.44
"615469-9",0,0,0,0,0,0
"615802-2",0,0,0,0,0,0
"616801-1",0,138.12,0,0,0,138.12
"616852-2",0,0,0,0,0,0
"616946-6",0,0,0,0,0,0
"619007-7",0,217.34,0,0,0,217.34
"619008-8",0,38.02,0,0,0,38.02
"619009-9",0,0,0,0,0,0
"619022-2",0,0,0,0,0,0
"619039-9",0,0,0,0,0,0
"620701-1",0,0,0,0,0,0
"621048-8",0,0,0,0,0,0
"621403-3",0,0,0,0,0,0
"621404-4",0,2820.9,0,0,0,2820.9
"621410-0",0,0,0,0,0,0
"621411-1",0,0,0,0,0,0
"621412-2",0,0,0,0,0,0
"621502-2",0,0,0,0,0,0
"621504-4",0,0,0,0,0,0
"621507-7",0,0,0,0,0,0
"621904-4",0,0,0,0,0,0
"621906-6",0,0,0,0,0,0
"640026-6",0,0,0,0,0,0
"65670000",0,0,0,0,0,0
"660060-0",0,0,0,0,0,0
"680079-9",0,0,0,0,0,0
"700113-3",0,0,0,0,0,0
"700120-0",0,0,0,0,0,0
"701340-0",0,0,0,0,0,0
"701711-1",0,0,0,0,0,0
"701828-8",0,0,0,0,0,0
"701838-8",0,0,0,0,0,0
"702609-9",0,0,0,0,0,0
"702610-0",15346.21,0,7583.35,0,0,22929.56
"702612-2",0,0,0,0,0,0
"702802-2",0,0,0,0,0,0
"703001-1",0,0,0,0,0,0
"703002-2",0,0,0,0,0,0
"703347-7",0,0,0,0,0,0
"703422-2",0,0,0,0,0,0
"703907-7",0,0,0,0,0,0
"703909-9",0,0,0,0,0,0
"703913-3",0,0,0,0,0,0
"704133-3",0,0,0,0,0,0
"704137-7",0,0,0,0,0,0
"704138-8",0,0,0,0,0,0
"704209-9",0,0,0,0,0,0
"707415-5",0,0,0,0,0,0
"709930-0",0,183.63,0,0,0,183.63
"709932-2",0,0,0,0,0,0
"710016-6",0,0,0,0,0,0
"710024-4",0,0,0,0,0,0
"710032-2",0,0,0,0,0,0
"710075-5",0,0,0,0,0,0
"710091-1",0,0,0,0,0,0
"710105-5",0,0,0,0,0,0
"710113-3",0,0,0,0,0,0
"710114-4",0,0,0,0,0,0
"710116-6",0,0,0,0,0,0
"710148-8",0,0,0,0,0,0
"710164-4",0,0,0,0,0,0
"710180-0",0,0,0,0,0,0
"710199-9",0,0,0,0,0,0
"710210-0",0,0,0,0,0,0
"710229-9",0,0,0,0,0,0
"710270-0",0,0,0,0,0,0
"710288-8",0,0,0,0,0,0
"710296-6",0,0,0,0,0,0
"710300-0",0,1115.61,13771.2,0,0,14886.81
"710307-7",0,0,0,0,0,0
"710326-6",0,0,0,0,0,0
"710334-4",0,0,0,0,0,0
"710342-2",0,0,0,0,0,0
"710350-0",0,0,0,0,0,0
"710377-7",0,0,0,0,0,0
"710385-5",0,0,0,0,0,0
"710550-0",0,1673.99,0,0,0,1673.99
"710812-2",0,0,0,0,0,0
"710815-5",0,0,0,0,0,0
"710862-2",0,0,0,0,0,0
"710867-7",0,0,0,0,0,0
"710873-3",0,0,0,0,0,0
"710878-8",0,0,0,0,0,0
"710880-0",0,876.89,0,0,0,876.89
"712634-4",0,0,0,0,0,0
"712638-8",0,114.13,0,0,0,114.13
"712647-7",0,0,0,0,0,0
"712707-7",0,0,0,0,0,0
"712713-3",0,0,0,0,0,0
"712903-3",0,0,0,0,0,0
"720011-1",0,0,0,0,0,0
"720020-0",0,0,0,0,0,0
"720046-6",0,0,0,0,0,0
"730017-7",0,0,513.65,0,0,513.65
"730025-5",1622.25,0,0,0,0,1622.25
"730033-3",0,0,0,0,0,0
"730041-1",0,0,0,0,0,0
"730050-0",0,0,345.09,0,0,345.09
"730068-8",0,0,0,0,0,0
"730076-6",0,0,0,0,0,0
"730084-4",0,0,0,0,0,0
"730092-2",0,0,2223.18,0,0,2223.18
"730106-6",0,0,0,0,0,0
"730114-4",0,268.72,0,0,0,268.72
"730122-2",0,3052.59,0,0,0,3052.59
"730130-0",0,0,0,0,0,0
"730149-9",0,52.41,1797.55,0,0,1849.96
"730157-7",0,0,0,0,0,0
"730165-5",0,0,8355.25,0,0,8355.25
"730173-3",0,566.92,0,0,0,566.92
"730181-1",0,240.25,0,0,0,240.25
"730190-0",0,0,0,0,0,0
"770011-3",0,0,0,0,0,0
"770012-0",0,0,0,0,0,0
"770012-1",0,0,0,0,0,0
"770035-5",0,0,0,0,0,0
"7700703-",0,0,0,0,0,0
"7700704-",0,0,0,0,0,0
"780031-5",0,0,0,0,0,0
"780060-8",0,0,0,0,0,0
"780062-4",0,0,0,0,0,0
"780063-6",0,0,0,0,0,0
"780066-1",0,0,0,0,0,0
"780068-7",0,0,55061.2,0,0,55061.2
"780080-6",0,0,0,0,0,0
"780087-0",0,659.91,0,0,0,659.91
"800015-5",0,0,1595.18,0,0,1595.18
"800023-3",0,0,930.51,0,0,930.51
"800031-1",0,0,0,0,0,0
"800040-0",0,0,0,0,0,0
"800058-8",0,0,0,0,0,0
"800066-6",0,0,0,0,0,0
"800074-4",0,279.04,812.89,0,0,1091.93
"800082-2",0,0,0,0,0,0
"800090-0",0,6085.05,0,0,0,6085.05
"800104-4",0,0,0,0,0,0
"800112-2",0,0,0,0,0,0
"800120-0",0,0,0,0,0,0
"800139-9",0,0,0,0,0,0
"800155-5",0,0,0,0,0,0
"800163-3",0,0,0,0,0,0
"800171-1",0,0,0,0,0,0
"800180-0",0,0,0,0,0,0
"800198-8",0,0,0,0,0,0
"800315-5",0,0,0,0,0,0
"800608-8",0,0,0,0,0,0
"800624-4",0,0,0,0,0,0
"800636-6",0,0,0,0,0,0
"800661-1",0,0,0,0,0,0
"800806-6",0,0,0,0,0,0
"800870-0",0,768.15,627.24,0,0,1395.39
"800949-9",0,0,0,0,0,0
"801812-2",0,0,0,0,0,0
"802004-3",0,0,0,0,0,0
"802005-1",0,0,0,0,0,0
"802018-3",0,0,0,0,0,0
"802501-1",0,0,0,0,0,0
"802803-3",0,0,0,0,0,0
"802812-2",0,0,0,0,0,0
"802908-8",0,0,0,0,0,0
"803001-4",0,0,0,0,6.04,6.04
"803003-0",0,0,0,0,0,0
"803004-9",0,0,0,0,73.94,73.94
"803005-7",0,0,0,0,14.5,14.5
"803006-5",0,0,0,0,774.66,774.66
"803007-3",827.21,0,0,0,32.48,859.69
"803008-1",0,0,0,0,0,0
"803009-0",0,0,0,0,41.83,41.83
"803010-3",0,0,0,0,32.23,32.23
"803011-1",0,0,0,0,0,0
"803012-0",898.29,0,0,0,35.76,934.05
"803014-6",0,0,0,0,46.18,46.18
"803015-4",607.45,96.32,117.43,0,24.8,846
"803016-2",0,0,0,0,87.56,87.56
"803017-0",0,0,0,0,64.19,64.19
"803018-9",0,0,0,0,0,0
"803019-7",0,0,0,0,13.78,13.78
"803020-0",0,0,0,0,11.51,11.51
"803022-7",0,0,0,0,0,0
"803023-5",0,0,3063.69,0,63,3126.69
